SONA ID	Translations number	Original Spanish	Official translation	Machine translation	Learner translation	Edited translation	Closest translation with the same meaning	Notes
15709	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	we work hard and are the best airline	we work hard and are the best airline	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
16963	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	welcome to the company for telephone today we have many	welcome to the company for telephone today we have many	Starting today, we have many of the company's services and telephone connections being centralized here. So I am please asking you to pay attention.	
16681	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	company telephone	company telephone	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
14002	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	money	money	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
18082	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	millions of workers welcome	millions of workers welcome	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
12385	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	telephone attention	telephone attention	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
18610	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	much telephone connection	much telephone connection	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
16240	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	but for the company there are a lot of the phone calls that we were missing	but for the company there are a lot of the phone calls that we were missing	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
10819	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	the telephone is good	the telephone is good	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
14794	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	30 million	30 million	Starting today, most of the companies services and telephone connections will be centralized here. So I am please asking you to pay attention.	
17236	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	there are many connections for the telephones in this country	there are many connections for the telephones in this country	Starting today, most of the companies services and telephone connections will be centralized here. So I am please asking you to pay attention.	
14800	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	telephone of the country telephone many	telephone of the country telephone many	Starting today, most of the companies services and telephone connections will be centralized here. So I am please asking you to pay attention.	
18817	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	so we ask that you pay attention	so we ask that you pay attention	Starting today, most of the companies services and telephone connections will be centralized here. So we ask that you pay attention.	
18802	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	as of today all of the telephone communications of the entire city are housed in this building so i will ask you all to pay attention	as of today all of the telephone communications of the entire city are housed in this building so i will ask you all to pay attention	as of today all of the telephone communications of the entire company are housed in this building so i will ask you all to pay attention	
18820	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	from today a bunch of telephone lines are centralized in this building so i'd ask you to pay attention	from today a bunch of telephone lines are centralized in this building so i'd ask you to pay attention	from today a bunch of telephone lines and services are centralized in this building so i'd ask you to pay attention	
15187	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	there's a lot of people to call	there's a lot of people to call	Starting today, most of the companies services and telephone connections will be centralized here. So I am please asking you to pay attention.	
18967	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	starting today many of the telephone wiring has been centralized in this building i ask your for patience	starting today many of the telephone wiring has been centralized in this building i ask your for patience	starting today many of the telephone wiring and services has been centralized in this building, so i ask for your attention 	
18925	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	telephone company a variety of services in this building	telephone company a variety of services in this building	Starting today, a variety of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
18931	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	company services attention	company services attention	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
17620	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	company pay attention	company pay attention	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
14767	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	telephone company factory	telephone company factory	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
18919	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	welcome telephone company	welcome telephone company	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
19180	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	i am please asking you to pay attention	i am please asking you to pay attention	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
19183	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	we're finalizing the moving so we're asking to pay close attention	we're finalizing the moving so we're asking to pay close attention	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
18583	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	welcome a very large telephone company difficult	welcome a very large telephone company difficult	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
18871	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	from today many of the services of the company i ask that you pay attention	from today many of the services of the company i ask that you pay attention	from today many of the services of the company will be centralized here i ask that you pay attention	
19012	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	there are lots of companies here for your attention	there are lots of companies here for your attention	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
17254	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	there are millions of telephone connections	there are millions of telephone connections	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
13777	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	from today on a lot of the services offered by the company as well as the phone services around the city have been centered around here so i ask you to pay attention	from today on a lot of the services offered by the company as well as the phone services around the city have been centered around here so i ask you to pay attention	from today on a lot of the services offered by the company as well as the phone services around the city have been centered around here so i ask you to pay attention	
10603	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	from today the company	from today the company	from today on a lot of the services offered by the company as well as the phone services around the city have been centered around here so i ask you to pay attention	
15916	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	and the same connections	and the same connections	from today on a lot of the services offered by the company as well as the phone services around the city have been centered around here so i ask you to pay attention	
19489	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	lots of telephone connections	lots of telephone connections	from today on a lot of the services offered by the company as well as the phone services around the city have been centered around here so i ask you to pay attention	
18787	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	there are many telephone connections here pay attention	there are many telephone connections here pay attention	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
10894	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	there is a lot of correspondence	there is a lot of correspondence	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
17149	12	Desde hoy, muchos de los servicios de la compa??a y las conexiones telef?nicas se han centralizado aqu?, as? que les pedir?a que presten atenci?n.	As of today,many of the company's services as well as the city's phone connections will be centralized in this building. So I ask you to pay attention.	Since today, many of the company's services and telephone connections have been centralized here, so I would ask them to pay attention.	workers company	workers company	Starting today, most of the company's services and telephone connections will be centralized here. So I am please asking you to pay attention.	
18298	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates are to my left their names	the candidates are to my left their names	Candidates for telephone operators line up on the left in a line and state your names 	
17551	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the telephones are to the left	the telephones are to the left	Candidates for telephonists line up on the left in a line and state your names 	
18430	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	candidates for telephonists please make a line to the left and tell them your names	candidates for telephonists please make a line to the left and tell them your names	candidates for telephonists please make a line to the left and tell them your names	
15163	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	identify your names	identify your names	Candidates for telephonists line up on the left in a line and identify your names 	
17029	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	need the telephone numbers to call people	need the telephone numbers to call people	Candidates for telephone operators line up on the left in a line and state your names 	
14794	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	left name	left name	Candidates for telephone operators line up on the left in a line and state your names 	
17581	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	attention be careful telephone operator	attention be careful telephone operator	Candidates for telephone operators line up on the left in a line and state your names 	
15040	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates for the positions from the left to the	the candidates for the positions from the left to the	Candidates for telephone operators line up on the left in a line and state your names 	
18550	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	to the left those numbers	to the left those numbers	Candidates for telephone operators line up on the left in a line and state your names 	
11434	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates for the telephone posts please line up and tell me your names	the candidates for the telephone posts please line up and tell me your names	the candidates for the telephone posts please line up  to the left and tell me your names	
18556	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates for should go line up to the left and say their names	the candidates for should go line up to the left and say their names	the candidates for telephonists should go line up to the left and say their names	
18379	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	names for the telephone person	names for the telephone person	the candidates for telephonists should go line up to the left and say their names	
14599	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates for the posts of telephones in favor of	the candidates for the posts of telephones in favor of	Candidates for telephone operators line up on the left in a line and state your names 	
16897	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	telephones favor those who need to leave	telephones favor those who need to leave	Candidates for telephone operators line up on the left in a line and state your names 	
18574	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	phone numbers	phone numbers	Candidates for telephone operators line up on the left in a line and state your names 	
18229	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	those in favor names	those in favor names	Candidates for telephone operators line up on the left in a line and state your names 	
17803	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates to the left their names	the candidates to the left their names	Candidates for telephone operators line up on the left in a line and state your names 	
17602	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the telephonists are to the left	the telephonists are to the left	Candidates for telephonists line up on the left in a line and state your names 	
17596	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	candidates telephone	candidates telephone	Candidates for telephonists line up on the left in a line and state your names 	
14434	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates for the telephones	the candidates for the telephones	Candidates for telephonists line up on the left in a line and state your names 	
18598	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	no audio available	no audio available		
11167	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the telephone operators of course	the telephone operators of course	Candidates for telephone operators line up on the left in a line and state your names 	
18520	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	make a line to the left and write your names	make a line to the left and write your names	Candidates for telephone operators make a line to the left and say your names	
12985	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	we have the telephones over here and they can compute any numbers	we have the telephones over here and they can compute any numbers	Candidates for telephone operators line up on the left in a line and state your names 	
18049	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	attention call receivers	attention call receivers	Candidates for call receivers line up on the left in a line and state your names 	
15475	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	attention when the phone rings get the numbers	attention when the phone rings get the numbers	Candidates for telephone operators line up on the left in a line and state your names 	
16261	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	candidates of the company on the left	candidates of the company on the left	Candidates for telephone operators line up on the left in a line and state your names 	
14284	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates for answering these phones are to the left and to the right	the candidates for answering these phones are to the left and to the right	the candidates for answering these phones line up on the left and say your names 	
15709	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the day	the day	Candidates for telephone operators line up on the left in a line and state your names 	
16963	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	telephones these are their names	telephones these are their names	Candidates for telephone operators line up on the left in a line and state your names 	
14002	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	telephonists your names	telephonists your names	Candidates for telephonists line up on the left in a line and state your names 	
16240	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	look at the telphone callers to the left	look at the telphone callers to the left	Candidates for telephone operators line up on the left in a line and state your names 	
18238	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	do me the favor of standing to the left and tell me your names	do me the favor of standing to the left and tell me your names	Candidates for telephone operators standing to the left in a line and tell me your names  	
17236	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	come here you can see that phoens are used everywhere in schools and offices	come here you can see that phones are used everywhere in schools and offices	Candidates for phone operators line up on the left in a line and state your names 	
14797	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	there is a problem	there is a problem	Candidates for phone operators line up on the left in a line and state your names 	
18817	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	in line tell me your names	in line tell me your names	Candidates for telephone operators get in line on the left and tell me your names 	
18802	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates for the phone operators line up on the left and start telling me your names	the candidates for the phone operators line up on the left and start telling me your names	the candidates for the phone operators line up on the left and start telling me your names	
18820	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the applicants for the position of telephone get in line here to the left and tell me your names	the applicants for the position of telephone get in line here to the left and tell me your names	the applicants for the position of telephonists get in line here to the left and tell me your names	
15187	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	here's the number	here's the number	Candidates for phone operators line up on the left in a line and state your names 	
18922	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates for telephone posts to the left	the candidates for telephone posts to the left	the candidates for telephone operators line up to the left in a line and state your names 	
18967	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	go stand to the left and tell me your name	go stand to the left and tell me your name	Candidates for telephone operators go stand to the left and tell me your names 	
18925	13	Las candidatas para los puestos a telefonistas, a la izquierda, en fila, y vayan dici?ndome sus nombres.	Candidates for switchboard operators, line up on the left and state your names.	The candidates for the posts to telephone operators, to the left, in a row, and they go telling me their names.	the candidates for being a telephone operator get in a line go to the left and give your names	the candidates for being a telephone operator get in a line go to the left and give your names	the candidates for being a telephone operator get in a line go to the left and give your names	
